vocabulary,pos_freq,neg_freq
swagga,0,1
gfc,0,1
comodo,0,1
tiredisimo,1,0
indisput,1,0
shrub,1,0
werwolf,1,0
dayum,4,1
abt,27,32
parad,6,10
naseou,0,1
tottali,0,1
condescend,0,1
otto,1,0
tambo,1,0
southpark,2,2
iiiilll,0,1
documentari,4,6
70,1,5
datpiff,1,0
twittererrr,1,0
cameron,5,4
wolf,7,5
ooouuhh,1,0
booyahh,0,1
frc,0,1
grandpar,12,10
hecky,1,0
deal,59,71
swinton,0,1
deali,0,1
zen,3,4
saaaaf,1,0
gonzo,1,0
bzb,0,1
bank,30,60
hellohhhh,0,1
perufac,0,1
znamosti,1,0
embed,1,4
gotoew,1,0
du,14,6
cullum,1,0
circumst,1,3
capaci,0,1
nyy,0,1
mtv,10,13
sat,57,164
amaechi,1,0
rfid,1,5
swearword,0,1
hov,0,1
charic,1,1
flirti,1,1
housemaid,0,1
unambiti,0,1
ohkayi,1,0
devday,1,0
applejack,0,1
fleec,1,0
mira,2,1
wander,11,12
rspec,1,0
afb,2,0
speedpaint,0,1
kicker,0,1
seoe,3,0
dreamin,3,0
hibe,0,1
wagon,3,1
slooooow,0,1
frieda,0,1
memoriiieessss,0,1
adorno,0,1
resin,0,3
oldi,6,4
venu,13,12
crapat,1,0
herrrr,1,0
bhugatna,0,1
nxt,6,13
londr,0,1
somp,1,0
dvd,70,86
hwood,0,1
tsh,0,1
cockstain,1,0
affect,12,16
roundhous,1,0
rubbishi,0,1
quotaw,2,0
luff,1,0
barney,5,0
cl,2,4
partayyyi,1,0
folollow,0,1
quoteopl,1,0
oyster,1,5
scalp,1,1
howlin,0,1
mcc,1,1
gender,5,0
bock,1,0
livejourn,2,4
ashah,0,1
shouldv,0,5
graze,4,3
lovelovelov,1,1
ifeel,0,1
drnk,0,1
bois,0,1
terass,1,0
fanpag,0,1
eleven,2,1
ceasar,2,0
whatttttt,0,1
jobhunt,1,0
ilp,0,2
matti,4,2
remembermeninab,1,0
farmvil,0,1
wv,1,0
confuseddddddddd,0,1
kabbalah,1,0
amari,1,0
zooz,0,1
geeky,2,0
yallll,1,0
campanil,0,1
project,153,129
mhmmm,1,0
emabarrass,0,1
cpuspik,1,0
bart,5,1
dj,33,16
sadi,2,1
bix,1,1
rp,3,2
beachi,0,1
30a,0,2
palett,4,0
turnup,1,0
shhhhhhhhhhhh,1,0
gaaaaaam,0,1
conshenc,0,1
omaha,0,1
phanat,1,0
oahu,0,1
hulen,1,0
turkey,8,10
naughti,10,11
lowland,0,1
jetzt,1,0
exaust,0,5
paragon,1,0
wishi,1,0
flask,2,0
puss,2,2
pocahonta,1,0
leann,2,1
25am,0,3
anteat,0,1
cartooooooon,1,0
dahhhhlin,1,0
secondari,2,1
supos,0,7
cobra,12,6
ktv,1,0
babycuz,0,1
arrghhhh,0,1
vicin,1,0
gabe,3,0
hjsdkfsdhfjsd,0,1
hanson,3,0
quieroo,0,1
veget,9,3
cinderella,8,3
waji,1,0
ozvan,0,1
nant,1,1
toppl,2,0
jong,1,0
montana,58,26
cloudier,1,0
reallllli,0,1
madori,0,1
songg,1,2
apparatu,0,1
sshatfield,1,0
sharmila,1,1
dorito,2,3
freerunn,1,1
stoll,0,1
point,135,111
brr,1,1
flamethrow,0,1
dealin,0,1
vnc,0,1
forb,0,1
coaster,5,1
soulstic,1,0
yaletown,1,0
felipefac,0,1
colddddd,1,0
canyon,6,3
sludg,1,0
dart,1,0
mann,4,4
mussl,0,1
placentia,0,1
nero,2,0
pein,0,1
disscu,0,1
clau,2,1
debarcl,0,1
inn,1,1
allig,2,3
eric,11,17
turbul,1,1
sicsics,1,0
notacon,1,0
15am,3,2
scottsdal,1,0
boourn,0,1
gimmick,1,1
thursdayyy,1,0
afleck,2,0
defra,0,1
liiiiiiiv,1,0
enlighten,5,1
surya,2,0
reason,119,135
scur,1,0
highq,1,0
kovacova,2,0
aaaaww,1,0
lutz,2,0
synod,0,1
pacquaio,0,1
toooooooo,2,1
myreen,1,0
mohegan,1,1
sh1,0,1
gemm,1,0
makeshift,1,2
davidmeshow,1,0
visitin,2,1
viagra,4,0
playtim,1,3
quotaddi,0,1
wooooosaaaa,1,0
fyp,0,2
marketwatch,1,0
jackrabbit,1,0
hume,1,1
ughhhhhhh,0,1
guten,0,2
deadset,1,0
wisp,0,1
facepalm,2,2
chart,9,4
batter,2,4
drc,1,0
needi,3,2
cannib,1,1
exspeci,0,1
cepa,1,0
mc,12,13
quoterfectli,2,0
acryl,0,1
waht,1,2
chrisman,1,0
m17x,0,1
ochi,2,0
twiterr,1,0
dondria,0,1
imagemagick,0,2
threaten,7,4
opinion,62,8
rev,5,4
nyproperty4sal,1,0
fileserv,2,0
jhgnfbdvsdfghjkj,0,1
mumtaz,1,0
fryyyyyy,1,0
lai,0,1
barbecuuu,0,1
recsion,0,1
javaon,1,1
euroko,0,1
tsere,1,0
idra,1,0
twittter,2,2
ss7,2,0
firemen,0,1
monke,1,0
marriott,1,4
chicagoland,1,0
catho,0,1
choos,29,22
kashi,0,1
dout,0,1
sixx,0,1
iveri,1,0
smilin,1,1
intact,0,1
prefectli,1,0
tarka,0,1
syz,1,0
amo,2,1
jep,1,0
suga,2,1
l00k,1,0
figaro,1,0
chute,2,1
qcon,0,1
kidscrazi,1,0
astoria,0,1
merger,1,0
burgundi,2,0
lump,1,7
amnesia,2,0
crowley,0,1
bonjour,8,2
comfi,16,9
isag,0,1
essn,1,0
nottingham,7,4
montreal,11,10
zzzzzzzzzzzz,1,0
switchboard,0,1
betw,1,0
plzzz,0,2
bashpodd,0,1
userlevel,1,0
ihoegiab,1,0
rebecca,5,4
babeyi,1,0
ljubljana,2,0
silent,6,7
glaw,0,1
unsolicit,1,0
willkommen,1,0
bai,1,2
twit4trivia,1,0
tinni,0,2
happppppi,1,0
forrest,3,1
breakfa,1,0
refrain,1,1
mewithouty,1,1
xlr,1,0
hammi,0,2
while,0,1
talbot,1,0
claritin,0,1
exactlli,0,1
aoe,0,1
bt,6,25
afterelton,1,0
stormi,1,4
n0o0o0o,1,0
thame,1,0
samey,2,0
sega,0,1
vball,1,1
breadknif,0,1
harmonica,1,1
ayat,1,0
apoplexi,0,1
nina,7,2
cornucopia,1,0
brittain,0,1
swagg,0,1
zankou,1,0
colorblind,1,0
ahamaazinng,1,0
roommat,9,21
carniv,7,6
f200,1,0
blleeeuuurrrggghhh,0,1
maggiemelba,1,0
cuban,1,2
dayewalk,1,0
hah,57,8
brownston,0,1
suggest,100,44
6079,0,1
lalu,0,1
herd,5,1
altogeth,0,3
joolz,1,0
parliamentari,1,0
rawk,3,0
jeezz,0,1
rancor,1,0
terribl,22,134
besid,31,25
strongest,2,1
15amsunday,0,1
system,32,56
request,31,36
justin,20,20
asid,1,10
treacheri,1,0
nadu,1,0
activex,0,1
florenc,6,5
oakley,1,2
blaze,4,6
satelit,0,1
greenbelt,1,1
orti,0,1
fiorella,1,0
pitbul,1,2
normalz,0,1
awwe,1,0
bankruptci,0,3
jarnail,2,1
civilian,0,1
wife,68,62
miiiight,0,1
ergh,1,9
error,13,54
capgemini,1,0
muni,0,1
want,1084,2480
cuerpo,1,0
derang,2,1
limb,0,2
animat,0,1
badddd,0,1
foooooooooooood,1,0
molass,1,1
bdo,0,1
spicayi,1,0
kulintang,1,0
sarcastica,1,0
skein,0,1
beautygirl,1,0
rampantheart,0,1
cheep,0,1
phlegm,0,1
avou,0,1
koen,1,0
cage,8,14
benefit,12,8
almodovar,1,0
epiphin,0,1
reciproc,4,0
x20,0,1
purgi,1,0
studyingggg,0,1
audish,0,1
tuloy,1,2
ssg5,0,1
klara,0,1
pawti,0,1
oberlin,1,0
attorney,1,1
jawbon,1,0
lidg,0,2
tof,1,0
crybabi,0,1
awesomest,2,3
m1,0,3
wbc,0,1
tahday,0,1
shrubberi,0,1
halifax,3,1
arch,3,1
chocolateee,1,0
mro,1,1
geeee,0,2
aaaack,1,0
rod,6,3
reno,5,3
bodega,1,1
aarrggghh,1,0
hazi,2,2
stackhous,1,0
piczo,1,0
ampneez,0,1
quotreserv,1,0
wyatt,2,0
toot,1,3
plattform,1,0
buick,0,1
algo,1,0
harrold,1,0
akward,1,2
nippi,3,0
accessori,3,0
padega,0,2
sickkkkk,0,2
swan,7,2
weeew,1,0
boooo,0,38
ger,1,0
ning,2,0
fawn,1,0
meatbal,4,2
mo,38,39
reluctantli,1,1
jude,0,4
dakno,1,0
obkor,0,1
tuh,0,1
ecuador,0,1
metropoli,1,0
ladl,1,0
biddi,1,0
voggi,0,1
uggh,1,4
hanger,1,1
acctuali,1,1
cuteashel,1,0
makansh,1,0
tirr,0,1
screem,0,1
anim,65,61
acn,1,3
aweeesom,1,0
mariel,0,1
gftg,0,1
tpot,0,1
gooo,5,2
mi,26,29
wrestl,10,3
liddl,0,1
nanaimo,1,0
littlesnapp,1,0
promisin,1,0
anten,0,1
nutri,1,0
olf,0,1
caturday,1,0
roadtrip,10,4
mirag,2,1
priii,1,0
knockoff,1,0
businesss,1,0
social,58,35
gyp,0,2
tard,4,2
tizzi,1,0
repaint,2,1
digg,11,2
hyphen,1,0
db2,0,1
tanktop,0,1
fittest,1,0
watson,1,1
conni,1,2
brasileira,1,0
rivalri,0,1
detroit,2,11
woow,1,1
s2bx,0,1
carey,3,2
nope,64,91
bigg,0,1
ender,2,0
kthxbai,3,0
eeepc,1,1
clo,1,0
everyday,38,34
yankov,1,0
stoop,1,0
boosh,3,1
goodmerntin,0,1
pleo,0,2
24mm,1,0
aont,0,1
shire,1,0
showerrr,3,0
kneeed,0,1
yyup,0,1
schoolwork,1,7
heaaaad,0,1
hamster,7,10
dian,2,1
blackberrri,0,1
doobi,1,0
kennel,3,1
tommmmorow,0,1
layov,2,5
vendakkai,1,0
copula,0,1
inbet,0,1
scandal,3,2
soco,0,1
okayyy,2,0
badelia,1,0
rylee,1,0
mchale,1,0
salah,1,0
vase,1,1
ohdamnn,0,1
1940,0,1
itss,3,0
wtfffffff,1,0
pedo,1,1
weekendem,0,1
tarynn,1,0
yl,1,0
delish,14,2
donatella,1,0
arttm,1,0
tb,14,7
solarpanel,1,0
muir,0,2
makoto,1,0
digitz,0,1
shinningn,0,1
leren,0,1
hookah,8,1
affili,7,0
hampu,0,1
ronan,1,0
loooooong,0,2
skit,4,0
gettin,51,58
canaver,1,0
great,1703,574
made,509,392
timeeee,0,2
mwahahahahha,1,1
telford,0,1
overtir,1,0
jurnalistica,1,0
pyramid,0,1
ballpen,0,1
orszgt,1,0
discours,0,1
mer,3,0
alritey,1,0
regular,25,27
dib,0,1
faber,0,1
cazzzl,1,0
your,54,31
dismantl,1,1
genesi,1,0
manli,1,5
dodgin,1,0
ncnss,0,1
ceez,1,0
micheal,2,0
twitterist,1,0
loooov,13,2
tute,1,0
bwahaha,3,2
less,114,129
k3,0,1
yoga,27,9
kisha,1,0
kuningan,0,1
hawley,1,0
resaur,1,0
lousi,2,8
virtualn,1,0
resharp,1,0
gott,2,0
jeffi,0,1
twitterricolsss,1,0
realista,1,0
southamerica,0,1
overhead,1,2
mmh,0,1
costello,1,0
twlight,0,1
cheecki,1,0
luvin,1,2
mmf,1,1
warfar,1,2
chuck,19,42
prof,3,4
cruel,4,23
immatur,3,2
skipp,0,1
vycet,1,0
sleepp,0,2
ilus,0,2
sluggish,1,1
propheci,0,2
dodddgi,0,1
knive,1,1
gig,66,64
gawd,2,8
allan,2,3
marow,0,1
blitzw,0,1
unmistak,0,1
serif,0,1
gaaah,2,4
beginn,4,0
hahaa,10,8
pitt,2,2
princ,29,22
disrupt,1,2
hh,5,1
bare,23,65
lastfm,0,5
fatherrr,1,0
chetter,0,1
bigger,20,17
festivit,1,0
beaufort,0,1
zbt,0,1
moa,1,2
friendship,8,4
holllaaaa,1,0
youuuuu,3,4
schwalm,1,0
beinq,1,0
grew,11,7
adium,2,0
kilbrid,1,0
parrot,3,4
wc,3,1
gaahh,0,1
blaaagh,0,1
willaimson,0,1
mould,2,0
whaaaaat,1,0
uv,1,0
fog,4,9
addmitt,1,0
lotttttt,0,1
bia,7,0
men,66,61
frenzal,0,1
monika,1,0
preced,1,3
niz,0,1
etho,1,0
corect,1,0
swizzel,1,0
dialogu,2,1
withdrawl,0,3
castlevania,1,0
googl,67,75
subtler,1,0
triatholon,1,0
sssooo,0,2
lvcraze,1,0
siob,0,1
cookout,4,1
gummi,2,6
mania,2,2
contractor,0,2
booat,0,1
audit,24,13
faceless,1,1
happin,1,0
haha,1143,523
renesm,1,0
ammmm,0,1
oct,5,2
walker,7,3
quotai,1,0
hornom,1,0
orang,47,37
bugz,1,0
jeep,1,1
91,0,1
humph,0,6
overrrrrrr,0,1
bellybutton,1,0
shamu,1,2
court,10,19
hsv,1,0
warehous,0,6
attck,0,1
aunti,19,8
forest,14,6
icsr,1,0
socialist,2,0
appzapp,1,0
windspe,0,1
soulmat,1,1
otherinbox,1,0
duper,2,3
gamertag,0,3
babblin,1,0
quay,2,1
nih,0,1
jonathan,10,4
etsyitemsunder20,1,0
amaretto,0,1
milion,1,1
cylon,3,1
splattercast,0,1
arround,0,1
sheikh,0,1
plein,1,0
automt,1,0
detox,3,4
s1,0,1
keychain,2,2
projector,0,2
harroooo,1,0
watchingg,2,0
str,0,1
sunshinnneee,0,1
daunt,1,1
estuari,1,0
speechless,7,1
iyswim,1,0
criddl,0,1
glaufn,1,0
badburi,1,0
blockag,0,1
sheezey,1,0
voucher,4,1
bridal,6,7
battl,15,27
sembwang,0,1
looooooooooong,0,1
queer,1,1
gmap,0,1
esss,1,0
wkend,8,12
restttttt,0,1
tomozzz,0,1
kiernan,0,1
monopoli,5,4
alani,2,0
ati,0,2
preferia,0,1
vagu,3,2
tdd,1,0
pauli,2,1
canist,1,0
quotn,20,6
sotw,1,0
rlax,0,1
ccc,2,0
arghhhhhh,0,1
kaeden,1,0
beautfi,0,1
homi,11,14
didntt,1,0
choppin,0,1
mikkey,0,1
bucko,0,1
reccommend,1,0
chuffer,0,1
gooby,2,0
freshhh,1,0
funki,9,3
utada,1,0
gy,0,1
kitti,34,61
literari,1,2
perl,3,1
yoyoyo,0,1
goodafternoon,1,0
quottep,1,0
zimmer,0,1
desire,1,0
raymond,5,1
afti,1,0
pyt,1,0
ce,7,6
madrina,1,0
ashle,2,1
dl,11,4
wannnnt,0,1
ibav,1,0
yummmi,2,0
tomorra,0,1
myx,0,1
peach,7,10
yayi,22,3
catchi,11,2
mhc,1,0
rayz,0,1
stiill,0,1
vinegar,4,2
aaaaaah,0,1
hase,0,1
megadeth,1,0
preview,13,7
askbabykid,1,0
buyback,0,1
twibul,0,1
expat21,1,0
partyy,1,1
smelt,0,1
dummmmbbb,0,1
metropolitan,1,2
soooooooooooo,1,0
mothaphuckaz,1,0
rewrot,0,2
stanley,0,4
yeaaa,8,0
abort,1,4
frapacino,1,0
peut,1,0
internet,103,237
bookworm,0,1
sippl,1,0
alf,3,1
jsme,1,0
familyyi,1,0
lamer,0,1
lyk,8,6
teller,1,0
ramp,2,0
oneindia,0,1
negatori,0,1
conservatori,3,0
gammi,0,1
dougii,1,0
canadiangir2112,1,1
innit,2,3
brek,1,0
j00,1,0
ls4,1,0
nelson,2,2
freefreefre,1,0
kewiki,1,0
boardgam,0,1
unfortunaley,0,1
waiver,1,0
siti,1,0
uuuuu,1,0
repuls,2,0
artygirlr,0,1
breat,0,1
t___t,3,3
comeback,5,1
ahyajriah,2,0
coudn,0,1
todaay,0,2
giai,0,1
itv,5,3
mucho,12,7
gnome,3,2
jia,1,0
laaaker,1,0
techonolog,0,1
konstanz,1,0
adverblog,0,1
transcend,1,1
lovehandl,0,1
rapidshar,0,1
ucaaaaaap,1,0
mig,1,0
apsaloutli,1,0
gsp,1,1
netbbook,0,1
wld,2,2
steffani,0,1
pension,1,1
rever,1,0
sandbag,1,0
smartgurlca,1,0
p,120,88
lowestoft,1,0
kristen,6,6
mmmh,0,2
fap,2,0
vocab,3,1
photosynthes,1,0
sentinel,0,1
noch,5,0
godsend,2,0
ahom,1,0
peav,0,1
draven,0,1
rocksssss,2,0
aeropostal,0,1
plugin,7,15
outlandish,1,0
hollllah,1,0
rollin,3,1
qtt,1,0
beuati,1,1
leh,1,3
countersuicid,1,0
maaa,0,1
spat,1,4
definitelli,2,0
deppress,0,1
sayin,17,8
orits,1,0
somth,3,4
unus,0,3
viva,5,2
cardif,0,1
quotract,0,1
symphoni,3,2
rocco,2,0
tinker,3,0
stool,1,1
aze,2,0
bwoi,1,0
paparazzi,3,7
guilin,1,0
courtroom,1,0
sear,3,1
ida,2,0
jb,23,16
niiiic,1,2
lesli,1,5
jada,0,1
boast,1,0
mianet,1,0
upp,4,6
grinch,1,0
tigard,0,1
residenti,1,1
oorrrrr,0,1
schofield,2,0
pwnage,1,2
scorelin,1,0
gameboy,0,3
donught,0,1
gooodnyt,1,0
blindli,1,0
piff,1,0
palm,12,16
daddddyyi,1,0
xiii,1,0
beautifulsoup,1,0
surveil,1,1
nn,3,3
coolest,24,2
twittertip,1,0
soooooooooooooooooooooooooooooooooo,2,0
waddup,2,0
megavideo,0,2
hardway,0,1
waterfront,2,4
garlic,7,8
n0pe,0,1
priu,3,1
raucou,0,1
geman,1,0
hemlock,0,2
season,107,146
updatee,1,0
nubla,1,0
dissappoint,0,3
yeeppyy,1,0
audizzl,0,2
ganda,2,0
vino,5,1
thru,32,48
tell,407,304
noir,3,0
aniversari,4,0
brianna,1,0
runni,2,13
legibl,1,2
midol,1,0
loud,41,51
incomplet,0,2
arabia,0,1
ravel,1,0
democrat,2,1
discontent,1,0
carousel,1,0
modlif,0,1
iil5,1,0
tyron,1,1
scienc,22,33
rash,1,14
ihav,0,1
faver,0,1
trantula,0,1
weasl,1,0
badum,1,0
relationship,11,22
welocom,1,0
stingray,0,1
dui,2,2
ovest,0,1
hyundai,0,1
butireallywanttogoaswellandihateitwhenalltheydoistalkabouthowmuchfuntheyllhav,0,1
dooo,2,5
mich,4,4
sherman,2,1
crawl,6,25
lovato,16,2
kernel,0,1
gurgaon,1,2
emarosa,1,0
nederland,1,0
awesomedelici,1,0
tibetan,2,0
comepletli,0,1
yane,1,0
grrrrrrrrrrrrrr,0,1
comppi,0,1
likey,4,6
hooki,6,1
yoghurt,6,6
dreamer,2,0
setanta,0,5
givearl,1,0
nonstop,2,3
wednsday,1,0
diamondback,1,0
flevoland,1,0
rlol,1,0
older,35,24
parodi,2,0
yyyyyyaaaaayyy,1,0
gsl,2,3
sou,0,1
goaad,1,0
ilang2,0,1
oatmeal,9,4
hyphi,0,1
deletedatabas,1,0
unwis,0,1
est,9,8
acess,0,1
ancient,4,3
saraula,0,1
scrub,14,9
topless,1,2
unbox,1,0
xfactor,0,1
chameleon,2,0
ceral,0,1
michaelson,1,0
joesoliman,1,1
hahahhahhaha,1,0
endddd,0,1
cuzn,0,1
everythinggg,1,0
oztag,0,1
spatial,2,0
nhibern,1,0
voluntir,0,1
quantifi,1,0
fome,0,1
kewl,14,1
wrongli,1,1
oss,1,0
balck,1,0
miscarri,0,2
beardfac,0,1
mosher,1,0
rane,0,1
carioca,1,0
teher,0,1
bryant,1,1
sacc,1,0
sunnnytimessss,1,0
macworld,0,1
darnel,1,0
unsor,0,1
fewer,1,2
dina,1,0
110,0,1
insid,62,157
gia,2,0
chnging,0,1
varezh,0,1
tutori,10,12
knw,7,9
groc,1,0
compariss,0,1
earthday,3,1
stockton,1,0
cheung,1,0
comic,26,24
hawthorn,2,2
maayb,0,1
crv,0,1
harldi,1,0
tourcrush,0,1
lalalalalayadiiido,1,0
qlive,1,0
aaaaamaz,0,1
okaay,3,1
appeal,5,8
laaaav,1,0
divid,4,0
azz,1,0
spiral,3,3
bilg,0,1
henk,1,0
kapur,0,1
hjdjjsiurjhjfhoipwplkjdhjdhhjhjdxdhueuhrjjjjjaaayyyyyyyyyyyi,1,0
ref,1,4
gtg,2,4
spicey,1,0
liverrrrrr,0,1
kounti,1,0
freakin,30,46
soemon,1,0
feeelll,1,0
shinzen,1,1
blotch,0,1
applaus,0,1
carrot,11,12
palak,1,0
trueee,1,0
omnivor,1,0
dangum,1,0
stiff,0,15
uptight,1,1
throwup,0,1
slane,1,0
understat,1,2
anguilla,1,0
kin,0,3
aenea,1,0
goodnit,15,3
hotspot,1,2
emmm,0,1
arghhhhhhhh,0,1
rubin,1,0
degol,1,0
worri,170,157
maverick,5,1
doozi,0,2
l0v3,0,1
mahreen,1,0
pritti,1,1
collaps,2,8
razzoo,1,0
perv,5,4
tipsssssey,1,0
stavroula,0,1
toronto,22,14
tabitha,1,0
1am,1,1
breaki,2,6
roxi,4,2
x64,2,2
evdeyim,0,1
runtergefallen,0,1
leari,1,0
chimney,3,0
lluvia,1,0
saiyuki,0,1
headwind,0,1
linq,2,0
tircd,0,1
smit,0,1
hihiw,0,1
curios,3,2
emiliie,0,1
teehhe,0,1
thirsti,3,7
hord,2,1
greenjacket,1,0
disbelief,0,2
abomin,0,1
miguel,1,0
lockhe,0,1
barnaba,1,0
archer,0,1
jongg,1,0
overslept,2,14
spillag,0,1
gwom,0,1
katherin,4,3
quotharp,1,0
store,108,145
furlough,1,0
and,0,2
omggggggggg,0,1
express,25,16
repair,7,19
incourag,1,0
wilco,3,1
street,54,59
spore,2,0
th0,0,2
casual,5,4
bezzinnn,1,0
iniiiiiiiiiiiiit,0,1
bp,1,2
alma,0,1
neri,3,0
17,8,7
gotdamn,0,1
advent,1,0
chese,1,0
mtb,3,3
immensli,1,0
peke,1,0
scobz,0,1
quotmeth,0,1
karin,1,0
cliqu,1,1
strain,4,3
priceless,6,1
labrea,0,1
nce,2,1
sitttin,0,1
lss,1,1
myron,0,1
whatam,1,0
absent,1,7
publiqu,1,0
oooookay,1,0
signin,1,3
erb,0,1
fargo,0,1
wk,17,25
mildi,1,0
grandbabi,1,0
aaaaw,1,0
hafta,4,3
h43,0,1
abandon,6,18
harman,0,1
orchard,1,1
keren,0,1
cash,18,36
millhous,1,0
neva,2,8
pneumat,0,1
bloddi,0,1
veceri,1,0
pura,1,0
celebratin,1,0
leeds,0,1
peopleesss,0,1
sakata,1,0
cu,9,26
robbin,4,1
ispect,1,0
txtn,1,0
guild,3,5
nakakatamad,0,1
pars,0,1
irit,1,1
icebar,0,1
horay,1,0
wotsit,0,1
blehhhhhhhhh,0,1
throbbi,1,0
thanni,1,0
taali,1,0
baahumbuugg,0,1
nicolett,1,1
overrr,0,3
bac2,0,1
dosag,1,0
persn,0,1
pay,101,119
bloati,0,1
blackpool,4,1
sherrieshepherd,0,1
eatt,0,1
sandrino,1,0
tierney,0,1
welshman,0,1
kindov,1,0
awakeeee,0,1
paterson,0,1
baaaahhh,0,1
bunt,0,1
raspberri,7,4
emporium,1,1
abel,1,1
tomm,3,0
longerr,0,1
wickck,1,0
wiper,1,5
or3am,0,1
knowss,0,1
siracha,1,0
leigh,3,0
nikon,1,2
quotrotect,0,1
plp,1,0
dmg,0,1
powerad,0,1
fast,97,119
hire,14,15
t707,1,0
hitb,1,0
cursebird,4,0
forec,1,0
godsolit,0,1
waxon,0,1
fitt,2,0
meeeeeee,3,1
chechnya,0,1
tinytwit,0,1
dba,1,0
chilaxxin,1,0
splitter,1,1
fuckyoutwittermsnandfacebook,0,1
baller,1,0
blingi,0,1
moldavian,0,1
wateri,1,3
franfurt,0,1
digniti,1,1
brie,2,3
baacck,1,0
judaism,1,0
evr,0,2
cudv,0,1
oth,2,3
apologet,0,1
curious,2,2
sickkk,2,3
coldsor,0,1
quotam,1,0
barhop,1,0
overjoy,0,1
emailbox,1,0
treati,0,1
handa,1,0
funnyy,2,0
stimulu,1,4
meeeeee,4,0
lektion,0,1
beatti,1,1
r1900,0,1
delia,0,1
quotingular,0,1
woop,45,17
simul,1,1
salisburi,1,0
qulli,1,0
message,1,0
bryan,3,1
viel,3,0
mlbei,0,1
suckag,0,1
dolphin,6,0
tob,1,0
throwback,0,2
cuse,1,0
makk,0,1
pearl,10,4
allegi,2,0
ordeal,0,1
gb,16,24
tilda,0,1
sjinborn,1,0
sugarbutt,0,1
genderli,1,0
imsondag,1,0
waitttttt,1,0
technot,1,0
cod5,0,1
pictureless,0,1
incessantli,1,0
kinton,1,0
gem,9,6
arnica,0,1
mongi,0,1
urat,0,1
masquerad,2,0
badboy,1,0
freena,1,0
stickin,0,2
bdub,2,0
biotch,3,0
anna,20,4
rainboot,0,1
chiko,1,0
swoon,3,0
neaar,1,0
transcrib,0,5
boooor,0,2
gnome2,0,1
thirst,2,0
jumper,1,3
dm,84,61
younger,12,4
helpin,0,1
block,32,88
mrsd,0,1
serenad,1,2
idial,1,0
web,72,69
3333333,1,0
barrington,2,0
ajeng,0,1
ughhh,2,37
nineti,3,0
ocean,25,16
shaffi,1,0
sight,16,18
sulki,0,1
agoni,2,4
burnett,0,1
flgel,1,0
thepla,1,0
mesag,1,0
gabbehhramo,0,1
yipe,2,3
larger,3,3
mayahuel,0,1
powass,1,0
5thgrader,2,0
fb,51,44
arrggg,0,1
angelynn,0,1
woooowww,1,0
blehhh,0,2
wayfar,1,1
tsssss,0,1
espionag,0,1
jumpcut,0,1
vs2008,0,1
innov,6,4
waaaaay,2,6
heyyy,14,3
nietzsch,1,1
finger,59,113
trangi,1,0
linknya,1,0
gereat,1,0
herbi,1,0
herround,1,0
loverboy,1,0
cj,1,0
purel,1,0
luvvv,1,0
taid,0,1
gurli,2,0
mcdeliveri,0,1
wackest,0,1
boohoo,0,17
longer,46,111
broadwalk,0,1
slooooowwww,0,1
illlnesssssssss,1,0
welllll,0,1
missfit,2,0
quigong,1,0
surgeri,9,37
weaken,0,1
sacap,1,0
varga,0,2
deathhhhhhhhh,0,1
revolutionari,1,1
reffer,1,0
omelett,1,1
piggl,0,1
mmmmm,21,7
grain,1,1
tooooooooooooo,0,1
outsid,230,391
vidz,0,1
3319,3,0
chubbi,2,3
widest,1,0
seder,1,0
rmh,0,1
interp,0,1
kent,2,1
nightahol,1,0
basebal,27,22
propon,1,0
ownag,1,0
runway,1,1
girlli,1,1
mucki,1,0
fibber,1,0
maintenac,0,1
sudburi,0,1
homeee,4,1
nott,2,1
landlord,0,7
ubud,0,1
bohol,0,1
raab,0,1
heeeeeeeee,1,0
musicinoursoul,1,0
schwartzman,0,1
islay,1,0
portfolio,5,7
organis,14,10
forhead,1,1
carolyn,1,0
arabian,1,0
radcliff,1,1
din,16,9
enjoyin,5,4
txted,0,1
soccer,34,37
eraserhead,1,0
jhirki,1,0
althought,0,1
borreee,0,1
pide,0,1
animmma,1,0
softish,1,0
otu,0,1
pijja,0,1
vitamin,14,8
biwi,0,1
frik,0,2
goneback,1,0
whatchoo,1,0
compo,1,1
thine,1,0
aroung,1,0
dimiss,0,1
betcha,2,0
ooookay,1,0
luvli,1,0
flicker,2,1
livingroom,1,0
coiski,0,1
pinoy,1,0
bicicletaaa,1,0
boitch,1,0
invent,17,7
oboro,1,0
benchmark,2,0
mmmobil,1,0
strung,0,2
evry1,2,1
washcloth,1,0
woof,2,0
yuri,1,0
typo3,0,1
boozin,1,0
grat,5,0
overtherainbow,0,1
twitchez,1,0
yogiberri,1,0
paulaabdul,1,0
conjunct,1,3
mitev,0,1
goog,2,0
flyer,12,7
wrangler,1,0
hiphop,0,4
rotkohl,1,0
rip,17,93
hottttti,1,0
luttrel,0,1
mcmanu,0,1
realllllllllll,0,1
jadi,1,1
wholesom,1,0
papad,1,0
niiic,1,1
diggin,5,0
houseguest,1,0
jokaydia,1,0
rosemount,1,0
sunisa,1,0
kuya,3,1
siyab,1,0
coho,0,2
hamsterdam,1,0
japan,14,15
analysi,3,8
jingli,1,0
myparajaw,1,0
brunhild,0,1
blog,340,108
democract,0,1
kal,2,6
icd,0,1
scrambl,7,5
dagnabid,0,1
